"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-13","5.82",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"54",",,W","37",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-14","2.91",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"52",",,W","38",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-15","2.01",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"51",",,W","45",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-16","0.89",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W",,,"57",",,W","50",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-17","2.91",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"77",",,W","53",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-18","4.03",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"66",",,W","50",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-19","10.96",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"62",",,W","39",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-20","4.47",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"54",",,W","32",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-21","6.04",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"67",",,W","36",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-22","6.93",",,W","0.20",",,W,2400","0.0",",,W","0.0",",,W",,,"69",",,W","42",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-23","7.38",",,W","0.01",",,W,2400","0.0","T,,W","0.0",",,W",,,"56",",,W","34",",,W",,,,,,,"    1",",,W",,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-24","3.80",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"64",",,W","32",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-25","3.58",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"61",",,W","40",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-26","2.91",",,W","0.18",",,W,2400","0.0",",,W","0.0",",,W",,,"64",",,W","42",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-27","2.68",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W",,,"67",",,W","43",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-28","5.37",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"73",",,W","44",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-29","5.14",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"50",",,W","36",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-30","4.92",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"55",",,W","40",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-01-31","2.68",",,W","0.02",",,W,2400","0.0",",,W","0.0",",,W",,,"58",",,W","46",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-01","2.91",",,W","0.01",",,W,2400","0.0",",,W","0.0",",,W",,,"65",",,W","57",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-02","3.36",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"64",",,W","59",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-03","4.47",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"76",",,W","62",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-04","4.25",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"77",",,W","66",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-05","4.92",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"79",",,W","67",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-06","6.26",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"76",",,W","68",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-07","7.61",",,W","0.03",",,W,2400","0.0",",,W","0.0",",,W",,,"72",",,W","39",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-08","8.95",",,W","0.03",",,W,2400","0.0","T,,W","0.0",",,W",,,"39",",,W","33",",,W",,,,,,,"    1",",,W",,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-09","4.25",",,W","0.06",",,W,2400","0.0","T,,W","0.0",",,W",,,"41",",,W","33",",,W","    1",",,W",,,,,"    1",",,W",,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-10","1.34",",,W","0.08",",,W,2400","0.0",",,W","0.0",",,W",,,"47",",,W","37",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-11","1.34",",,W","0.05",",,W,2400","0.0",",,W","0.0",",,W",,,"63",",,W","47",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-12","5.82",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"65",",,W","40",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-13","4.03",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"66",",,W","32",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-14","6.26",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"75",",,W","52",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-15","2.91",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"91",",,W","54",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-16","5.37",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"62",",,W","42",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-17","7.16",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"63",",,W","49",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-18","7.61",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"59",",,W","44",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-19","5.82",",,W","0.17",",,W,2400","0.0",",,W","0.0",",,W",,,"45",",,W","40",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-20","3.36",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"65",",,W","41",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-21","2.91",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"56",",,W","46",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-22","2.68",",,W","0.02",",,W,2400","0.0",",,W","0.0",",,W",,,"59",",,W","50",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-23","5.82",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W",,,"75",",,W","53",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-24","6.04",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"65",",,W","45",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-25","5.82",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"68",",,W","43",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-26","2.91",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"69",",,W","54",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-27","2.24",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"79",",,W","51",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-02-28","5.82",",,W","0.10",",,W,2400","0.0",",,W","0.0",",,W",,,"51",",,W","39",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-01","2.68",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"54",",,W","42",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-02","4.70",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"54",",,W","45",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-03","8.95",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"45",",,W","33",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-04","9.17",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"38",",,W","29",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-05","4.70",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"48",",,W","26",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-06","5.14",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"59",",,W","29",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-07","6.26",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"75",",,W","50",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-08","7.61",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"84",",,W","64",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-09","4.70",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W",,,"87",",,W","58",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-10","3.80",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"78",",,W","55",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-11","5.59",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"65",",,W","57",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-12","8.28",",,W","0.01",",,W,2400","0.0",",,W","0.0",",,W",,,"78",",,W","58",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-13","7.38",",,W","0.34",",,W,2400","0.0",",,W","0.0",",,W",,,"83",",,W","55",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-14","8.72",",,W","0.02",",,W,2400","0.0",",,W","0.0",",,W",,,"76",",,W","59",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-15","8.50",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"60",",,W","50",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-16","3.36",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"63",",,W","47",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-17","2.24",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"68",",,W","43",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-18","4.03",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"71",",,W","46",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-19","2.91",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"72",",,W","47",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-20","2.46",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"78",",,W","54",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-21","2.24",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"80",",,W","50",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-22","4.92",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"81",",,W","50",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-23","6.26",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"75",",,W","62",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-24","5.37",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"83",",,W","66",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-25","5.14",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"82",",,W","64",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-26","3.80",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"79",",,W","56",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-27","5.37",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"79",",,W","53",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-28","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"80",",,W","56",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-29","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"80",",,W","62",",,W",,,,,"    1",",,W",,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-30","8.72",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"71",",,W","50",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-03-31","7.61",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"59",",,W","43",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-01","2.46",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"64",",,W","40",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-02","4.70",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"74",",,W","40",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-03","7.16",",,W","0.03",",,W,2400","0.0",",,W","0.0",",,W",,,"70",",,W","55",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-04","3.36",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W",,,"92",",,W","65",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-05","4.47",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"83",",,W","64",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-06","2.91",",,W","3.40",",,W,2400","0.0",",,W","0.0",",,W",,,"73",",,W","66",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-07","6.71",",,W","1.30",",,W,2400","0.0",",,W","0.0",",,W",,,"70",",,W","62",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-08","4.70",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"89",",,W","60",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-09","2.46",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"90",",,W","57",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-10","7.38",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"93",",,W","62",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-11","5.14",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"84",",,W","59",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-12","4.92",",,W","0.01",",,W,2400","0.0",",,W","0.0",",,W",,,"79",",,W","54",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-13","8.50",",,W","0.43",",,W,2400","0.0",",,W","0.0",",,W",,,"68",",,W","48",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-14","5.59",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"75",",,W","46",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-15","6.26",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"82",",,W","52",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-16","8.05",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"84",",,W","64",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-17","7.38",",,W","0.24",",,W,2400","0.0",",,W","0.0",",,W",,,"84",",,W","61",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-18","7.61",",,W","0.33",",,W,2400","0.0",",,W","0.0",",,W",,,"76",",,W","57",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-19","6.71",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"77",",,W","52",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-20","4.03",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"84",",,W","47",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-21","7.61",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"85",",,W","58",",,W","    1",",,W",,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-22","8.05",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W",,,"80",",,W","67",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-23","8.05",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W",,,"80",",,W","68",",,W",,,,,,,,,,,,,,
"USW00013958","AUSTIN CAMP MABRY, TX US","30.3208","-97.7604","204.2","2019-04-24","4.25",",,W","1.48",",,W,2400","0.0",",,W","0.0",",,W",,,"70",",,W","58",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
